CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr15	77821709	77821710	rs4886920	Neuroticism	OPC.hypo.dmr.bed	LINGO1 - CSPG4P13
chr16	70660096	70660097	rs4985556	Alzheimer's disease	OPC.hypo.dmr.bed	IL34
chr16	70722162	70722163	rs7196032	Intelligence	OPC.hypo.dmr.bed	VAC14
chr17	55290102	55290103	rs884301	Bipolar disorder	OPC.hypo.dmr.bed	HLF
chr19	1066626	1066627	rs112131072	Alzheimer's disease	OPC.hypo.dmr.bed	ARHGAP45
chr19	44544862	44544863	rs75161053	Alzheimer's disease or family history of Alzheimer's disease	OPC.hypo.dmr.bed	CEACAM22P
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	OPC.hypo.dmr.bed	CEACAM16-AS1, IGSF23
chr19	44842529	44842530	rs111371860	Alzheimer's disease or family history of Alzheimer's disease	OPC.hypo.dmr.bed	BCAM - NECTIN2
chr2	57760457	57760458	rs11682175	Schizophrenia	OPC.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Depression	OPC.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	65381228	65381229	rs268134	Educational attainment (years of education)	OPC.hypo.dmr.bed	SPRED2
chr2	161999637	161999638	rs2268894	Intelligence	OPC.hypo.dmr.bed	DPP4
chr20	35632067	35632068	rs78084033	Intelligence	OPC.hypo.dmr.bed	CPNE1
chr21	26775871	26775872	rs2830489	Alzheimer's disease	OPC.hypo.dmr.bed	CYYR1 - ADAMTS1
chr22	39478308	39478309	rs2899319	Intelligence	OPC.hypo.dmr.bed	MGAT3
chr3	35660128	35660129	rs6784162	Intelligence	OPC.hypo.dmr.bed	ARPP21
chr3	127425041	127425042	rs9755467	Educational attainment (years of education)	OPC.hypo.dmr.bed	LINC02016 - LINC01471
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	OPC.hypo.dmr.bed	GPM6A
chr5	88551454	88551455	rs12653396	Educational attainment (years of education)	OPC.hypo.dmr.bed	MIR9-2HG
chr5	154301186	154301187	rs11740474	Schizophrenia	OPC.hypo.dmr.bed	GALNT10
chr6	108544459	108544460	rs6927268	Intelligence	OPC.hypo.dmr.bed	AFG1L - FOXO3
chr7	1993167	1993168	rs11764590	Neuroticism	OPC.hypo.dmr.bed	MAD1L1
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	OPC.hypo.dmr.bed	TSC22D4 - NYAP1
chr7	127955023	127955024	rs12536253	Intelligence	OPC.hypo.dmr.bed	SND1
chr11	57889668	57889669	rs673344	Neuroticism	VLMC.hypo.dmr.bed	OR5BA1P - OR5AZ1P
chr12	113281982	113281983	rs6489896	Alzheimer's disease	VLMC.hypo.dmr.bed	TPCN1
chr13	98453637	98453638	rs9517313	Neuroticism	VLMC.hypo.dmr.bed	STK24, FARP1
chr14	103748004	103748005	rs4906364	Bipolar disorder	VLMC.hypo.dmr.bed	PPP1R13B
chr16	13656001	13656002	rs7405404	Autism and schizophrenia (MTAG)	VLMC.hypo.dmr.bed	TMF1P1 - ERCC4
chr16	13656001	13656002	rs7405404	Schizophrenia	VLMC.hypo.dmr.bed	TMF1P1 - ERCC4
chr16	64687039	64687040	rs976498	Bipolar disorder	VLMC.hypo.dmr.bed	LINC02165 - PPIAP48
chr17	18156139	18156140	rs2242595	Alzheimer's disease	VLMC.hypo.dmr.bed	MYO15A
chr17	63468417	63468418	rs6504163	Late-onset Alzheimer's disease	VLMC.hypo.dmr.bed	CYB561 - PPIAP55
chr18	55865957	55865958	rs72934570	Schizophrenia	VLMC.hypo.dmr.bed	LINC01415 - LINC01416
chr19	44874584	44874585	rs41290108	Alzheimer's disease or family history of Alzheimer's disease	VLMC.hypo.dmr.bed	NECTIN2
chr19	44878776	44878777	rs6859	Alzheimer's disease or family history of Alzheimer's disease	VLMC.hypo.dmr.bed	NECTIN2
chr2	60405788	60405789	rs56158183	Educational attainment (years of education)	VLMC.hypo.dmr.bed	MIR4432HG
chr2	180129743	180129744	rs62181012	Intelligence	VLMC.hypo.dmr.bed	CWC22 - SCHLAP1
chr22	37742371	37742372	rs4396807	Intelligence	VLMC.hypo.dmr.bed	TRIOBP
chr22	39580180	39580181	rs5750853	Intelligence	VLMC.hypo.dmr.bed	CACNA1I
chr3	24037799	24037800	rs7646501	Intelligence	VLMC.hypo.dmr.bed	NR1D2 - LINC00691
chr3	36876909	36876910	rs73068042	Bipolar disorder	VLMC.hypo.dmr.bed	TRANK1
chr3	50137138	50137139	rs13100903	Intelligence	VLMC.hypo.dmr.bed	SEMA3F-AS1
chr3	50137410	50137411	rs71326918	Educational attainment (years of education)	VLMC.hypo.dmr.bed	SEMA3F-AS1
chr3	108384585	108384586	rs3860537	Intelligence	VLMC.hypo.dmr.bed	MYH15
chr3	137479350	137479351	rs13324482	Intelligence	VLMC.hypo.dmr.bed	IL20RB - RNA5SP142
chr3	155069721	155069722	rs16824536	Alzheimer's disease	VLMC.hypo.dmr.bed	MME
chr3	157776162	157776163	rs4585149	Neuroticism	VLMC.hypo.dmr.bed	SLC66A1LP - RN7SKP46
chr4	11024403	11024404	rs6448453	Alzheimer's disease or family history of Alzheimer's disease	VLMC.hypo.dmr.bed	LINC02498 - MIR572
chr4	89744889	89744890	rs356203	Parkinson's disease or first degree relation to individual with Parkinson's disease	VLMC.hypo.dmr.bed	SNCA
chr4	102217463	102217464	rs151412	Intelligence	VLMC.hypo.dmr.bed	BANK1 - SLC39A8
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	VLMC.hypo.dmr.bed	CAMK2D
chr5	7519184	7519185	rs17826816	Intelligence	VLMC.hypo.dmr.bed	ADCY2
chr5	60815751	60815752	rs61160187	Educational attainment (years of education)	VLMC.hypo.dmr.bed	ELOVL7
chr5	103346443	103346444	rs76160968	Intelligence	VLMC.hypo.dmr.bed	MACIR - PDZPH1P
chr5	140322334	140322335	rs739954	Intelligence	VLMC.hypo.dmr.bed	PFDN1 - HBEGF
chr6	97862414	97862415	rs9320747	Intelligence	VLMC.hypo.dmr.bed	MMS22L - MIR2113
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	VLMC.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	VLMC.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	100505271	100505272	rs240764	Neuroticism	VLMC.hypo.dmr.bed	SIM1 - ASCC3
chr7	1993167	1993168	rs11764590	Neuroticism	VLMC.hypo.dmr.bed	MAD1L1
chr7	70506033	70506034	rs3094893	Intelligence	VLMC.hypo.dmr.bed	AUTS2
chr8	5080234	5080235	rs2407746	Neuroticism	VLMC.hypo.dmr.bed	CSMD1 - SNORA70
chr8	11844612	11844613	rs1065712	Alzheimer's disease	VLMC.hypo.dmr.bed	CTSB
chr8	103549494	103549495	rs2111490	Intelligence	VLMC.hypo.dmr.bed	RIMS2
chr9	104903696	104903697	rs1800978	Alzheimer's disease	VLMC.hypo.dmr.bed	ABCA1
chr9	121856106	121856107	rs10818606	Educational attainment (years of education)	VLMC.hypo.dmr.bed	TTLL11
chr9	131835213	131835214	rs2987390	Intelligence	VLMC.hypo.dmr.bed	EIF4A1P3 - MED27
chr1	1049996	1049997	rs113020870	Late-onset Alzheimer's disease	Pericyte.hypo.dmr.bed	AGRN
chr1	43784629	43784630	rs4660749	Intelligence	Pericyte.hypo.dmr.bed	ST3GAL3
chr1	73150208	73150209	rs12142680	Educational attainment (years of education)	Pericyte.hypo.dmr.bed	KRT8P21 - RN7SKP19
chr10	18456175	18456176	rs7893279	Schizophrenia	Pericyte.hypo.dmr.bed	CACNB2
chr10	101760026	101760027	rs749694	Intelligence	Pericyte.hypo.dmr.bed	LINC03046 - FGF8
chr12	2239677	2239678	rs11062170	Bipolar disorder	Pericyte.hypo.dmr.bed	CACNA1C
chr12	14442821	14442822	rs7964899	Educational attainment (years of education)	Pericyte.hypo.dmr.bed	ATF7IP
chr13	98453637	98453638	rs9517313	Neuroticism	Pericyte.hypo.dmr.bed	STK24, FARP1
chr14	52924961	52924962	rs17125924	Alzheimer's disease	Pericyte.hypo.dmr.bed	FERMT2
chr16	64687039	64687040	rs976498	Bipolar disorder	Pericyte.hypo.dmr.bed	LINC02165 - PPIAP48
chr16	89566316	89566317	rs12932628	Bipolar disorder	Pericyte.hypo.dmr.bed	RPL13
chr19	44878776	44878777	rs6859	Alzheimer's disease or family history of Alzheimer's disease	Pericyte.hypo.dmr.bed	NECTIN2
chr19	46351483	46351484	rs534666677	Neuroticism	Pericyte.hypo.dmr.bed	PPP5C
chr2	60405788	60405789	rs56158183	Educational attainment (years of education)	Pericyte.hypo.dmr.bed	MIR4432HG
chr2	105749598	105749599	rs143080277	Alzheimer's disease	Pericyte.hypo.dmr.bed	NCK2
chr2	224526578	224526579	rs11685299	Schizophrenia	Pericyte.hypo.dmr.bed	CUL3
chr3	36876909	36876910	rs73068042	Bipolar disorder	Pericyte.hypo.dmr.bed	TRANK1
chr3	108384585	108384586	rs3860537	Intelligence	Pericyte.hypo.dmr.bed	MYH15
chr3	155069721	155069722	rs16824536	Alzheimer's disease	Pericyte.hypo.dmr.bed	MME
chr4	102217463	102217464	rs151412	Intelligence	Pericyte.hypo.dmr.bed	BANK1 - SLC39A8
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	Pericyte.hypo.dmr.bed	CAMK2D
chr5	7519184	7519185	rs17826816	Intelligence	Pericyte.hypo.dmr.bed	ADCY2
chr5	103346443	103346444	rs76160968	Intelligence	Pericyte.hypo.dmr.bed	MACIR - PDZPH1P
chr5	169812703	169812704	rs6860963	Intelligence	Pericyte.hypo.dmr.bed	DOCK2
chr6	97862414	97862415	rs9320747	Intelligence	Pericyte.hypo.dmr.bed	MMS22L - MIR2113
chr6	97890026	97890027	rs6928545	Intelligence	Pericyte.hypo.dmr.bed	MMS22L - MIR2113
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	Pericyte.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	Pericyte.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr7	1856776	1856777	rs4236274	Bipolar disorder	Pericyte.hypo.dmr.bed	MAD1L1
chr7	1856776	1856777	rs4236274	Bipolar disorder	Pericyte.hypo.dmr.bed	MAD1L1
chr7	133370848	133370849	rs6973256	Intelligence	Pericyte.hypo.dmr.bed	EXOC4
chr8	5080234	5080235	rs2407746	Neuroticism	Pericyte.hypo.dmr.bed	CSMD1 - SNORA70
chr8	11844612	11844613	rs1065712	Alzheimer's disease	Pericyte.hypo.dmr.bed	CTSB
chr8	103549494	103549495	rs2111490	Intelligence	Pericyte.hypo.dmr.bed	RIMS2
chr9	104903696	104903697	rs1800978	Alzheimer's disease	Pericyte.hypo.dmr.bed	ABCA1
chr9	121856106	121856107	rs10818606	Educational attainment (years of education)	Pericyte.hypo.dmr.bed	TTLL11
chr10	66929324	66929325	rs1925576	Educational attainment (years of education)	SMC.hyper.dmr.bed	LRRTM3, CTNNA3
chr13	105991972	105991973	rs2248179	Intelligence	SMC.hyper.dmr.bed	LINC00343 - RNA5SP38
chr2	57760457	57760458	rs11682175	Schizophrenia	SMC.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Depression	SMC.hyper.dmr.bed	EIF2S2P7 - ACTG1P22
chr5	111669293	111669294	rs255892	Intelligence	SMC.hyper.dmr.bed	NREP, STARD4-AS1
chr6	114291730	114291731	rs785129	Alzheimer's disease	SMC.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr1	41369960	41369961	rs4636447	Intelligence	Astrocyte.hypo.dmr.bed	FOXO6
chr1	204617918	204617919	rs11588857	Educational attainment (years of education)	Astrocyte.hypo.dmr.bed	LRRN2
chr1	226728376	226728377	rs4653767	Parkinson's disease or first degree relation to individual with Parkinson's disease	Astrocyte.hypo.dmr.bed	ITPKB
chr10	119656172	119656173	rs72840788	Parkinson's disease or first degree relation to individual with Parkinson's disease	Astrocyte.hypo.dmr.bed	BAG3
chr11	64017875	64017876	rs11231677	Bipolar disorder	Astrocyte.hypo.dmr.bed	MACROD1
chr11	70671821	70671822	rs12575685	Bipolar disorder	Astrocyte.hypo.dmr.bed	SHANK2
chr11	70671821	70671822	rs12575685	Bipolar disorder	Astrocyte.hypo.dmr.bed	SHANK2
chr12	113281982	113281983	rs6489896	Alzheimer's disease	Astrocyte.hypo.dmr.bed	TPCN1
chr14	69250239	69250240	rs17106817	Intelligence	Astrocyte.hypo.dmr.bed	EXD2 - GALNT16
chr14	74908195	74908196	rs17102884	Neuroticism	Astrocyte.hypo.dmr.bed	RPS6KL1
chr14	103552117	103552118	rs10129426	Intelligence	Astrocyte.hypo.dmr.bed	RNU7-160P - BAG5
chr15	47394464	47394465	rs281302	Educational attainment (years of education)	Astrocyte.hypo.dmr.bed	SEMA6D
chr16	51149816	51149817	rs11643654	Educational attainment (years of education)	Astrocyte.hypo.dmr.bed	SALL1
chr17	49373412	49373413	rs28394864	Late-onset Alzheimer's disease	Astrocyte.hypo.dmr.bed	ZNF652-AS1
chr17	49373412	49373413	rs28394864	Family history of Alzheimer's disease	Astrocyte.hypo.dmr.bed	ZNF652-AS1
chr17	49373412	49373413	rs28394864	Alzheimer's disease or family history of Alzheimer's disease	Astrocyte.hypo.dmr.bed	ZNF652-AS1
chr17	55290102	55290103	rs884301	Bipolar disorder	Astrocyte.hypo.dmr.bed	HLF
chr18	37784133	37784134	rs12961969	Neuroticism	Astrocyte.hypo.dmr.bed	RPL12P40 - RN7SKP182
chr19	44907852	44907853	rs769452	Alzheimer's disease or family history of Alzheimer's disease	Astrocyte.hypo.dmr.bed	APOE
chr19	44909697	44909698	rs1081105	Alzheimer's disease or family history of Alzheimer's disease	Astrocyte.hypo.dmr.bed	APOE - APOC1
chr19	44910318	44910319	rs75627662	Family history of Alzheimer's disease	Astrocyte.hypo.dmr.bed	APOE - APOC1
chr19	46351483	46351484	rs534666677	Neuroticism	Astrocyte.hypo.dmr.bed	PPP5C
chr2	27843254	27843255	rs74446114	Bipolar disorder	Astrocyte.hypo.dmr.bed	RBKS, MRPL33
chr2	100253239	100253240	rs2309812	Intelligence	Astrocyte.hypo.dmr.bed	LINC01104
chr20	49514498	49514499	rs7267348	Schizophrenia	Astrocyte.hypo.dmr.bed	PTGIS
chr4	703058	703059	rs12646225	Intelligence	Astrocyte.hypo.dmr.bed	SLC49A3 - PCGF3
chr4	15735724	15735725	rs4698412	Parkinson's disease or first degree relation to individual with Parkinson's disease	Astrocyte.hypo.dmr.bed	BST1
chr6	166646137	166646138	rs9295358	Bipolar disorder	Astrocyte.hypo.dmr.bed	RPS6KA2
chr8	8828343	8828344	rs1039916	Neuroticism	Astrocyte.hypo.dmr.bed	MFHAS1
chr8	27584609	27584610	rs73229090	Schizophrenia	Astrocyte.hypo.dmr.bed	GULOP
chr8	144461121	144461122	rs11774212	Educational attainment (years of education)	Astrocyte.hypo.dmr.bed	TMEM276-ZFTRAF1, ZFTRAF1
chr9	104903696	104903697	rs1800978	Alzheimer's disease	Astrocyte.hypo.dmr.bed	ABCA1
chr1	72480078	72480079	rs61491549	Intelligence	Lymphocyte.hypo.dmr.bed	LINC02796
chr10	11676713	11676714	rs7912495	Late-onset Alzheimer's disease	Lymphocyte.hypo.dmr.bed	USP6NL-AS1 - ECHDC3
chr10	11676713	11676714	rs7912495	Alzheimer's disease	Lymphocyte.hypo.dmr.bed	USP6NL-AS1 - ECHDC3
chr10	18456175	18456176	rs7893279	Schizophrenia	Lymphocyte.hypo.dmr.bed	CACNB2
chr11	60156034	60156035	rs983392	Alzheimer's disease or family history of Alzheimer's disease	Lymphocyte.hypo.dmr.bed	MS4A2 - LINC02705
chr11	60156034	60156035	rs983392	Alzheimer's disease (late onset)	Lymphocyte.hypo.dmr.bed	MS4A2 - LINC02705
chr11	60156034	60156035	rs983392	Family history of Alzheimer's disease	Lymphocyte.hypo.dmr.bed	MS4A2 - LINC02705
chr11	66081266	66081267	rs475805	Bipolar disorder	Lymphocyte.hypo.dmr.bed	PACS1
chr11	86139200	86139201	rs3844143	Family history of Alzheimer's disease	Lymphocyte.hypo.dmr.bed	PICALM - RNU6-560P
chr11	112981238	112981239	rs2298527	Neuroticism	Lymphocyte.hypo.dmr.bed	NCAM1
chr11	121482367	121482368	rs74685827	Alzheimer's disease	Lymphocyte.hypo.dmr.bed	SORL1
chr15	77714870	77714871	rs4076457	Educational attainment (years of education)	Lymphocyte.hypo.dmr.bed	LINGO1
chr16	28322089	28322090	rs2650492	Intelligence	Lymphocyte.hypo.dmr.bed	SBK1
chr16	28322089	28322090	rs2650492	Intelligence	Lymphocyte.hypo.dmr.bed	SBK1
chr17	1916216	1916217	rs66506713	Bipolar disorder	Lymphocyte.hypo.dmr.bed	RPA1 - RTN4RL1
chr17	58332679	58332680	rs2526377	Alzheimer's disease	Lymphocyte.hypo.dmr.bed	TSPOAP1-AS1
chr19	16583798	16583799	rs12462428	Educational attainment (years of education)	Lymphocyte.hypo.dmr.bed	MED26
chr2	73338164	73338165	rs11898362	Intelligence	Lymphocyte.hypo.dmr.bed	RNU6-111P - RPSAP28
chr2	105749598	105749599	rs143080277	Alzheimer's disease	Lymphocyte.hypo.dmr.bed	NCK2
chr2	161104413	161104414	rs7591506	Intelligence	Lymphocyte.hypo.dmr.bed	TANK-AS1
chr22	37742371	37742372	rs4396807	Intelligence	Lymphocyte.hypo.dmr.bed	TRIOBP
chr22	41458441	41458442	rs9607805	Neuroticism	Lymphocyte.hypo.dmr.bed	ACO2
chr22	42335533	42335534	rs4822112	Intelligence	Lymphocyte.hypo.dmr.bed	TCF20
chr3	36876909	36876910	rs73068042	Bipolar disorder	Lymphocyte.hypo.dmr.bed	TRANK1
chr3	85278367	85278368	rs73845427	Intelligence	Lymphocyte.hypo.dmr.bed	CADM2
chr3	137479350	137479351	rs13324482	Intelligence	Lymphocyte.hypo.dmr.bed	IL20RB - RNA5SP142
chr4	146848059	146848060	rs6840804	Intelligence	Lymphocyte.hypo.dmr.bed	TTC29
chr5	7519184	7519185	rs17826816	Intelligence	Lymphocyte.hypo.dmr.bed	ADCY2
chr5	7519184	7519185	rs17826816	Intelligence	Lymphocyte.hypo.dmr.bed	ADCY2
chr6	41181269	41181270	rs60755019	Alzheimer's disease	Lymphocyte.hypo.dmr.bed	TREM2 - TREML2
chr6	97890026	97890027	rs6928545	Intelligence	Lymphocyte.hypo.dmr.bed	MMS22L - MIR2113
chr6	98143745	98143746	rs2388334	Autism and educational attainment (MTAG)	Lymphocyte.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr6	98143745	98143746	rs2388334	Bipolar disorder	Lymphocyte.hypo.dmr.bed	MIR2113 - EIF4EBP2P3
chr7	24135245	24135246	rs10950995	Intelligence	Lymphocyte.hypo.dmr.bed	RNA5SP228 - NPY
chr7	70506033	70506034	rs3094893	Intelligence	Lymphocyte.hypo.dmr.bed	AUTS2
chr7	72342200	72342201	rs55841409	Intelligence	Lymphocyte.hypo.dmr.bed	CALN1
chr8	11731532	11731533	rs34421088	Neuroticism	Lymphocyte.hypo.dmr.bed	GATA4
chr8	103549494	103549495	rs2111490	Intelligence	Lymphocyte.hypo.dmr.bed	RIMS2
chr8	142019598	142019599	rs7015050	Intelligence	Lymphocyte.hypo.dmr.bed	DNAJC8P3 - MIR4472-1
chr8	142231571	142231572	rs4129585	Schizophrenia	Lymphocyte.hypo.dmr.bed	TSNARE1
chr9	93291645	93291646	rs1889339	Bipolar disorder	Lymphocyte.hypo.dmr.bed	WNK2
